vi	V(vout)
3.869999999999961e+000	2.057991e+000
3.879999999999961e+000	2.066509e+000
3.889999999999961e+000	2.075848e+000
3.899999999999960e+000	2.085504e+000
3.909999999999960e+000	2.094398e+000
3.919999999999960e+000	2.103869e+000
3.929999999999960e+000	2.113410e+000
3.939999999999960e+000	2.122277e+000
3.949999999999959e+000	2.131813e+000
3.959999999999959e+000	2.141055e+000
3.969999999999959e+000	2.150134e+000
3.979999999999959e+000	2.159418e+000
3.989999999999959e+000	2.168703e+000
3.999999999999958e+000	2.178967e+000
4.009999999999958e+000	2.187257e+000
4.019999999999958e+000	2.196541e+000
4.029999999999958e+000	2.205808e+000
4.039999999999957e+000	2.215143e+000
4.049999999999957e+000	2.224352e+000
4.059999999999957e+000	2.234735e+000
4.069999999999957e+000	2.242885e+000
4.079999999999957e+000	2.252148e+000
4.089999999999956e+000	2.261412e+000
4.099999999999956e+000	2.270671e+000
4.109999999999956e+000	2.279927e+000
4.119999999999956e+000	2.289184e+000
4.129999999999956e+000	2.297357e+000
4.139999999999955e+000	2.307351e+000
4.149999999999955e+000	2.316938e+000
4.159999999999955e+000	2.326195e+000
4.169999999999955e+000	2.335425e+000
4.179999999999954e+000	2.344657e+000
4.189999999999954e+000	2.353936e+000
4.199999999999954e+000	2.363137e+000
4.209999999999954e+000	2.372372e+000
4.219999999999954e+000	2.381602e+000
4.229999999999953e+000	2.390831e+000
4.239999999999953e+000	2.400053e+000
4.249999999999953e+000	2.409275e+000
4.259999999999953e+000	2.418493e+000
4.269999999999953e+000	2.427820e+000
4.279999999999952e+000	2.436920e+000
4.289999999999952e+000	2.446328e+000
4.299999999999952e+000	2.455334e+000
4.309999999999952e+000	2.464536e+000
4.319999999999951e+000	2.473758e+000
4.329999999999951e+000	2.482841e+000
4.339999999999951e+000	2.492119e+000
4.349999999999951e+000	2.501309e+000
4.359999999999951e+000	2.510427e+000
4.369999999999950e+000	2.519675e+000
4.379999999999950e+000	2.528994e+000
4.389999999999950e+000	2.538021e+000
4.399999999999950e+000	2.547263e+000
4.409999999999950e+000	2.556175e+000
4.419999999999949e+000	2.565845e+000
4.429999999999949e+000	2.574668e+000
4.439999999999949e+000	2.583599e+000
4.449999999999949e+000	2.592964e+000
4.459999999999949e+000	2.602103e+000
4.469999999999948e+000	2.611304e+000
4.479999999999948e+000	2.620445e+000
4.489999999999948e+000	2.627720e+000
4.499999999999948e+000	2.638357e+000
4.509999999999947e+000	2.647938e+000
4.519999999999947e+000	2.656846e+000
4.529999999999947e+000	2.665947e+000
4.539999999999947e+000	2.675635e+000
4.549999999999947e+000	2.684248e+000
4.559999999999946e+000	2.693411e+000
4.569999999999946e+000	2.702311e+000
4.579999999999946e+000	2.711387e+000
4.589999999999946e+000	2.720453e+000
4.599999999999946e+000	2.729517e+000
4.609999999999945e+000	2.738569e+000
4.619999999999945e+000	2.747617e+000
4.629999999999945e+000	2.756658e+000
4.639999999999945e+000	2.765694e+000
4.649999999999944e+000	2.774717e+000
4.659999999999944e+000	2.783735e+000
4.669999999999944e+000	2.792746e+000
4.679999999999944e+000	2.801790e+000
4.689999999999944e+000	2.810743e+000
4.699999999999943e+000	2.819730e+000
4.709999999999943e+000	2.828706e+000
4.719999999999943e+000	2.837677e+000
4.729999999999943e+000	2.846634e+000
4.739999999999943e+000	2.855585e+000
4.749999999999942e+000	2.864526e+000
4.759999999999942e+000	2.873457e+000
4.769999999999942e+000	2.882379e+000
4.779999999999942e+000	2.891303e+000
4.789999999999941e+000	2.900192e+000
4.799999999999941e+000	2.909084e+000
4.809999999999941e+000	2.917962e+000
4.819999999999941e+000	2.926832e+000
4.829999999999941e+000	2.935691e+000
4.839999999999940e+000	2.944536e+000
4.849999999999940e+000	2.953588e+000
4.859999999999940e+000	2.962322e+000
4.869999999999940e+000	2.971006e+000
4.879999999999940e+000	2.979812e+000
4.889999999999939e+000	2.988591e+000
4.899999999999939e+000	2.997365e+000
4.909999999999939e+000	3.006126e+000
4.919999999999939e+000	3.014874e+000
4.929999999999938e+000	3.023609e+000
4.939999999999938e+000	3.032330e+000
4.949999999999938e+000	3.041039e+000
4.959999999999938e+000	3.049732e+000
4.969999999999938e+000	3.058417e+000
4.979999999999937e+000	3.067077e+000
4.989999999999937e+000	3.075728e+000
4.999999999999937e+000	3.084358e+000
5.009999999999937e+000	3.092991e+000
5.019999999999937e+000	3.101679e+000
5.029999999999936e+000	3.110191e+000
5.039999999999936e+000	3.118770e+000
5.049999999999936e+000	3.127334e+000
5.059999999999936e+000	3.135881e+000
5.069999999999935e+000	3.144434e+000
5.079999999999935e+000	3.152940e+000
5.089999999999935e+000	3.161446e+000
5.099999999999935e+000	3.169937e+000
5.109999999999935e+000	3.178414e+000
5.119999999999934e+000	3.186877e+000
5.129999999999934e+000	3.195328e+000
5.139999999999934e+000	3.203760e+000
5.149999999999934e+000	3.212181e+000
5.159999999999934e+000	3.220590e+000
5.169999999999933e+000	3.228981e+000
5.179999999999933e+000	3.237362e+000
5.189999999999933e+000	3.245729e+000
5.199999999999933e+000	3.254084e+000
5.209999999999933e+000	3.262427e+000
5.219999999999932e+000	3.270757e+000
5.229999999999932e+000	3.279080e+000
5.239999999999932e+000	3.287386e+000
5.249999999999932e+000	3.295681e+000
5.259999999999931e+000	3.303966e+000
5.269999999999931e+000	3.312242e+000
5.279999999999931e+000	3.320507e+000
5.289999999999931e+000	3.328763e+000
5.299999999999931e+000	3.337010e+000
5.309999999999930e+000	3.345248e+000
5.319999999999930e+000	3.353477e+000
5.329999999999930e+000	3.361808e+000
5.339999999999930e+000	3.369912e+000
5.349999999999930e+000	3.378119e+000
5.359999999999929e+000	3.386318e+000
5.369999999999929e+000	3.394511e+000
5.379999999999929e+000	3.402699e+000
5.389999999999929e+000	3.410879e+000
5.399999999999928e+000	3.419054e+000
5.409999999999928e+000	3.427224e+000
5.419999999999928e+000	3.435399e+000
5.429999999999928e+000	3.443550e+000
5.439999999999928e+000	3.451706e+000
5.449999999999927e+000	3.459858e+000
5.459999999999927e+000	3.468011e+000
5.469999999999927e+000	3.476152e+000
5.479999999999927e+000	3.484295e+000
5.489999999999927e+000	3.492435e+000
5.499999999999926e+000	3.500575e+000
5.509999999999926e+000	3.508705e+000
5.519999999999926e+000	3.516836e+000
5.529999999999926e+000	3.524966e+000
5.539999999999925e+000	3.533095e+000
5.549999999999925e+000	3.540909e+000
5.559999999999925e+000	3.549346e+000
5.569999999999925e+000	3.556887e+000
5.579999999999925e+000	3.565644e+000
5.589999999999924e+000	3.573766e+000
5.599999999999924e+000	3.581836e+000
5.609999999999924e+000	3.589957e+000
5.619999999999924e+000	3.598077e+000
5.629999999999924e+000	3.606197e+000
5.639999999999923e+000	3.614316e+000
5.649999999999923e+000	3.622478e+000
5.659999999999923e+000	3.630554e+000
5.669999999999923e+000	3.638672e+000
5.679999999999922e+000	3.646791e+000
5.689999999999922e+000	3.654912e+000
5.699999999999922e+000	3.663040e+000
5.709999999999922e+000	3.671149e+000
5.719999999999922e+000	3.679273e+000
5.729999999999921e+000	3.687394e+000
5.739999999999921e+000	3.695516e+000
5.749999999999921e+000	3.703621e+000
5.759999999999921e+000	3.711762e+000
5.769999999999921e+000	3.719886e+000
5.779999999999920e+000	3.728011e+000
5.789999999999920e+000	3.736135e+000
5.799999999999920e+000	3.744263e+000
5.809999999999920e+000	3.752390e+000
5.819999999999920e+000	3.760519e+000
5.829999999999919e+000	3.768648e+000
5.839999999999919e+000	3.776741e+000
5.849999999999919e+000	3.784908e+000
5.859999999999919e+000	3.792913e+000
5.869999999999918e+000	3.801176e+000
5.879999999999918e+000	3.809299e+000
5.889999999999918e+000	3.817446e+000
5.899999999999918e+000	3.825425e+000
5.909999999999918e+000	3.833693e+000
5.919999999999917e+000	3.841863e+000
5.929999999999917e+000	3.849945e+000
5.939999999999917e+000	3.858145e+000
5.949999999999917e+000	3.866296e+000
5.959999999999917e+000	3.874433e+000
5.969999999999916e+000	3.882579e+000
5.979999999999916e+000	3.890726e+000
5.989999999999916e+000	3.898875e+000
5.999999999999916e+000	3.907024e+000
6.009999999999915e+000	3.915170e+000
6.019999999999915e+000	3.923245e+000
6.029999999999915e+000	3.931444e+000
6.039999999999915e+000	3.939565e+000
6.049999999999915e+000	3.947784e+000
6.059999999999914e+000	3.955922e+000
6.069999999999914e+000	3.964008e+000
6.079999999999914e+000	3.972270e+000
6.089999999999914e+000	3.980432e+000
6.099999999999914e+000	3.988592e+000
6.109999999999913e+000	3.996759e+000
6.119999999999913e+000	4.004738e+000
6.129999999999913e+000	4.013092e+000
6.139999999999913e+000	4.021259e+000
6.149999999999912e+000	4.029430e+000
6.159999999999912e+000	4.037618e+000
6.169999999999912e+000	4.045726e+000
6.179999999999912e+000	4.053901e+000
6.189999999999912e+000	4.062121e+000
6.199999999999911e+000	4.070298e+000
6.209999999999911e+000	4.077888e+000
6.219999999999911e+000	4.086963e+000
6.229999999999911e+000	4.095079e+000
6.239999999999911e+000	4.103017e+000
6.249999999999910e+000	4.111199e+000
6.259999999999910e+000	4.119476e+000
6.269999999999910e+000	4.127569e+000
6.279999999999910e+000	4.135756e+000
6.289999999999909e+000	4.143939e+000
6.299999999999909e+000	4.151254e+000
6.309999999999909e+000	4.160325e+000
6.319999999999909e+000	4.168507e+000
6.329999999999909e+000	4.176717e+000
6.339999999999908e+000	4.184903e+000
6.349999999999908e+000	4.193100e+000
6.359999999999908e+000	4.201298e+000
6.369999999999908e+000	4.209496e+000
6.379999999999908e+000	4.217256e+000
6.389999999999907e+000	4.225897e+000
6.399999999999907e+000	4.234099e+000
6.409999999999907e+000	4.242149e+000
6.419999999999907e+000	4.250041e+000
6.429999999999907e+000	4.258633e+000
6.439999999999906e+000	4.266988e+000
6.449999999999906e+000	4.275088e+000
6.459999999999906e+000	4.283339e+000
6.469999999999906e+000	4.291550e+000
6.479999999999905e+000	4.299762e+000
6.489999999999905e+000	4.308459e+000
6.499999999999905e+000	4.316187e+000
6.509999999999905e+000	4.324406e+000
6.519999999999905e+000	4.332637e+000
6.529999999999904e+000	4.340830e+000
6.539999999999904e+000	4.349069e+000
6.549999999999904e+000	4.357282e+000
6.559999999999904e+000	4.365208e+000
6.569999999999904e+000	4.373726e+000
6.579999999999903e+000	4.381951e+000
6.589999999999903e+000	4.390176e+000
6.599999999999903e+000	4.398226e+000
6.609999999999903e+000	4.406212e+000
6.619999999999902e+000	4.414859e+000
6.629999999999902e+000	4.422992e+000
6.639999999999902e+000	4.431363e+000
6.649999999999902e+000	4.439553e+000
6.659999999999902e+000	4.447786e+000
6.669999999999901e+000	4.455705e+000
6.679999999999901e+000	4.463781e+000
6.689999999999901e+000	4.472275e+000
6.699999999999901e+000	4.480727e+000
6.709999999999901e+000	4.488961e+000
6.719999999999900e+000	4.497211e+000
6.729999999999900e+000	4.505365e+000
6.739999999999900e+000	4.513695e+000
6.749999999999900e+000	4.521938e+000
6.759999999999899e+000	4.530183e+000
6.769999999999899e+000	4.538429e+000
6.779999999999899e+000	4.546667e+000
6.789999999999899e+000	4.554923e+000
6.799999999999899e+000	4.563170e+000
6.809999999999898e+000	4.571282e+000
6.819999999999898e+000	4.579674e+000
6.829999999999898e+000	4.587926e+000
6.839999999999898e+000	4.595387e+000
6.849999999999898e+000	4.604434e+000
6.859999999999897e+000	4.612689e+000
6.869999999999897e+000	4.620945e+000
6.879999999999897e+000	4.629203e+000
6.889999999999897e+000	4.637462e+000
6.899999999999896e+000	4.644457e+000
6.909999999999896e+000	4.653982e+000
6.919999999999896e+000	4.661901e+000
6.929999999999896e+000	4.670506e+000
6.939999999999896e+000	4.678770e+000
6.949999999999895e+000	4.687037e+000
6.959999999999895e+000	4.696300e+000
6.969999999999895e+000	4.703567e+000
6.979999999999895e+000	4.711835e+000
6.989999999999895e+000	4.720104e+000
6.999999999999894e+000	4.728292e+000
7.009999999999894e+000	4.736644e+000
7.019999999999894e+000	4.744355e+000
7.029999999999894e+000	4.753189e+000
7.039999999999894e+000	4.761463e+000
7.049999999999893e+000	4.769731e+000
7.059999999999893e+000	4.778013e+000
7.069999999999893e+000	4.786161e+000
7.079999999999893e+000	4.794089e+000
7.089999999999892e+000	4.803735e+000
7.099999999999892e+000	4.811125e+000
7.109999999999892e+000	4.819406e+000
7.119999999999892e+000	4.827687e+000
7.129999999999892e+000	4.836771e+000
7.139999999999891e+000	4.844254e+000
7.149999999999891e+000	4.852325e+000
7.159999999999891e+000	4.860823e+000
7.169999999999891e+000	4.868771e+000
7.179999999999891e+000	4.877315e+000
7.189999999999890e+000	4.885177e+000
7.199999999999890e+000	4.893973e+000
7.209999999999890e+000	4.902261e+000
7.219999999999890e+000	4.910179e+000
7.229999999999889e+000	4.917927e+000
7.239999999999889e+000	4.926779e+000
7.249999999999889e+000	4.935352e+000
7.259999999999889e+000	4.943727e+000
7.269999999999889e+000	4.951997e+000
7.279999999999888e+000	4.960319e+000
7.289999999999888e+000	4.966708e+000
7.299999999999888e+000	4.975854e+000
7.309999999999888e+000	4.985213e+000
7.319999999999888e+000	4.993559e+000
7.329999999999887e+000	5.001813e+000
7.339999999999887e+000	5.009011e+000
7.349999999999887e+000	5.017182e+000
7.359999999999887e+000	5.026727e+000
7.369999999999886e+000	5.035026e+000
7.379999999999886e+000	5.043331e+000
7.389999999999886e+000	5.051623e+000
7.399999999999886e+000	5.059944e+000
7.409999999999886e+000	5.068233e+000
7.419999999999885e+000	5.076560e+000
7.429999999999885e+000	5.085942e+000
7.439999999999885e+000	5.093275e+000
7.449999999999885e+000	5.101402e+000
7.459999999999885e+000	5.109803e+000
7.469999999999884e+000	5.118077e+000
7.479999999999884e+000	5.126317e+000
7.489999999999884e+000	5.134622e+000
7.499999999999884e+000	5.143059e+000
7.509999999999883e+000	5.151374e+000
7.519999999999883e+000	5.159692e+000
7.529999999999883e+000	5.168010e+000
7.539999999999883e+000	5.176328e+000
7.549999999999883e+000	5.184648e+000
7.559999999999882e+000	5.192968e+000
7.569999999999882e+000	5.201289e+000
7.579999999999882e+000	5.209611e+000
7.589999999999882e+000	5.217911e+000
7.599999999999882e+000	5.226256e+000
7.609999999999881e+000	5.234581e+000
7.619999999999881e+000	5.242593e+000
7.629999999999881e+000	5.251232e+000
7.639999999999881e+000	5.259559e+000
7.649999999999881e+000	5.267886e+000
7.659999999999880e+000	5.276215e+000
7.669999999999880e+000	5.286251e+000
7.679999999999880e+000	5.292999e+000
7.689999999999880e+000	5.301204e+000
7.699999999999879e+000	5.308978e+000
7.709999999999879e+000	5.317009e+000
7.719999999999879e+000	5.326414e+000
7.729999999999879e+000	5.334534e+000
7.739999999999879e+000	5.342868e+000
7.749999999999878e+000	5.351203e+000
7.759999999999878e+000	5.359531e+000
7.769999999999878e+000	5.367876e+000
7.779999999999878e+000	5.376121e+000
7.789999999999878e+000	5.384249e+000
7.799999999999877e+000	5.392890e+000
7.809999999999877e+000	5.401226e+000
7.819999999999877e+000	5.409570e+000
7.829999999999877e+000	5.417912e+000
7.839999999999876e+000	5.425929e+000
7.849999999999876e+000	5.434597e+000
7.859999999999876e+000	5.442936e+000
7.869999999999876e+000	5.450882e+000
7.879999999999876e+000	5.459629e+000
7.889999999999875e+000	5.467974e+000
7.899999999999875e+000	5.476321e+000
7.909999999999875e+000	5.484668e+000
7.919999999999875e+000	5.492929e+000
7.929999999999875e+000	5.501356e+000
7.939999999999874e+000	5.509704e+000
7.949999999999874e+000	5.518057e+000
7.959999999999874e+000	5.526430e+000
7.969999999999874e+000	5.534170e+000
7.979999999999873e+000	5.543117e+000
7.989999999999873e+000	5.551431e+000
7.999999999999873e+000	5.559823e+000
8.009999999999874e+000	5.568172e+000
8.019999999999874e+000	5.576531e+000
8.029999999999873e+000	5.584887e+000
8.039999999999873e+000	5.593243e+000
8.049999999999873e+000	5.601600e+000
8.059999999999873e+000	5.609958e+000
8.069999999999872e+000	5.617776e+000
8.079999999999872e+000	5.626675e+000
8.089999999999872e+000	5.634531e+000
8.099999999999872e+000	5.643394e+000
8.109999999999872e+000	5.651755e+000
8.119999999999871e+000	5.659817e+000
8.129999999999871e+000	5.668479e+000
8.139999999999871e+000	5.676368e+000
8.149999999999871e+000	5.685202e+000
8.159999999999871e+000	5.693570e+000
8.169999999999870e+000	5.701935e+000
8.179999999999870e+000	5.709831e+000
8.189999999999870e+000	5.718667e+000
8.199999999999870e+000	5.727034e+000
8.209999999999869e+000	5.735407e+000
8.219999999999869e+000	5.743769e+000
8.229999999999869e+000	5.752139e+000
8.239999999999869e+000	5.760508e+000
8.249999999999869e+000	5.768878e+000
8.259999999999868e+000	5.777256e+000
8.269999999999868e+000	5.785620e+000
8.279999999999868e+000	5.793983e+000
8.289999999999868e+000	5.802365e+000
8.299999999999868e+000	5.810739e+000
8.309999999999867e+000	5.819118e+000
