riadj	-I(Rl)
3.500000100000000e+003	6.894754e-001
3.510000100000000e+003	6.882219e-001
3.520000100000000e+003	6.869730e-001
3.530000100000000e+003	6.857285e-001
3.540000100000000e+003	6.844886e-001
3.550000100000000e+003	6.832531e-001
3.560000100000000e+003	6.820222e-001
3.570000100000000e+003	6.807954e-001
3.580000100000000e+003	6.795732e-001
3.590000100000000e+003	6.783555e-001
3.600000100000000e+003	6.771420e-001
3.610000100000000e+003	6.759327e-001
3.620000100000000e+003	6.747279e-001
3.630000100000000e+003	6.735272e-001
3.640000100000000e+003	6.723309e-001
3.650000100000000e+003	6.711388e-001
3.660000100000000e+003	6.699509e-001
3.670000100000000e+003	6.687673e-001
3.680000100000000e+003	6.675878e-001
3.690000100000000e+003	6.664123e-001
3.700000100000000e+003	6.652411e-001
3.710000100000000e+003	6.640739e-001
3.720000100000000e+003	6.629109e-001
3.730000100000000e+003	6.617518e-001
3.740000100000000e+003	6.605970e-001
3.750000100000000e+003	6.594460e-001
3.760000100000000e+003	6.582989e-001
3.770000100000000e+003	6.571560e-001
3.780000100000000e+003	6.560169e-001
3.790000100000000e+003	6.548818e-001
3.800000100000000e+003	6.537507e-001
3.810000100000000e+003	6.526233e-001
3.820000100000000e+003	6.514998e-001
3.830000100000000e+003	6.503803e-001
3.840000100000000e+003	6.492646e-001
3.850000100000000e+003	6.481527e-001
3.860000100000000e+003	6.470445e-001
3.870000100000000e+003	6.459401e-001
3.880000100000000e+003	6.448396e-001
3.890000100000000e+003	6.437428e-001
3.900000100000000e+003	6.426495e-001
3.910000100000000e+003	6.415601e-001
3.920000100000000e+003	6.404743e-001
3.930000100000000e+003	6.393923e-001
3.940000100000000e+003	6.383139e-001
3.950000100000000e+003	6.372390e-001
3.960000100000000e+003	6.361678e-001
3.970000100000000e+003	6.351002e-001
3.980000100000000e+003	6.340361e-001
3.990000100000000e+003	6.329756e-001
4.000000100000000e+003	6.319185e-001
4.010000100000000e+003	6.308652e-001
4.020000100000000e+003	6.298151e-001
4.030000100000000e+003	6.287687e-001
4.040000100000000e+003	6.277257e-001
4.050000100000000e+003	6.266862e-001
4.060000100000000e+003	6.256500e-001
4.070000100000000e+003	6.246173e-001
4.080000100000000e+003	6.235880e-001
4.090000100000000e+003	6.225620e-001
4.100000100000000e+003	6.215394e-001
4.110000100000000e+003	6.205202e-001
4.120000100000000e+003	6.195043e-001
4.130000100000000e+003	6.184917e-001
4.140000100000000e+003	6.174824e-001
4.150000100000000e+003	6.164764e-001
4.160000100000000e+003	6.154736e-001
4.170000100000000e+003	6.144741e-001
4.180000100000000e+003	6.134779e-001
4.190000100000000e+003	6.124848e-001
4.200000100000000e+003	6.114950e-001
4.210000100000000e+003	6.105084e-001
4.220000100000000e+003	6.095248e-001
4.230000100000000e+003	6.085445e-001
4.240000100000000e+003	6.075674e-001
4.250000100000000e+003	6.065933e-001
4.260000100000000e+003	6.056224e-001
4.270000100000000e+003	6.046546e-001
4.280000100000000e+003	6.036898e-001
4.290000100000000e+003	6.027281e-001
4.300000100000000e+003	6.017694e-001
4.310000100000000e+003	6.008138e-001
4.320000100000000e+003	5.998613e-001
4.330000100000000e+003	5.989116e-001
4.340000100000000e+003	5.979651e-001
4.350000100000000e+003	5.970215e-001
4.360000100000000e+003	5.960809e-001
4.370000100000000e+003	5.951432e-001
4.380000100000000e+003	5.942085e-001
4.390000100000000e+003	5.932767e-001
4.400000100000000e+003	5.923477e-001
4.410000100000000e+003	5.914217e-001
4.420000100000000e+003	5.904986e-001
4.430000100000000e+003	5.895783e-001
4.440000100000000e+003	5.886610e-001
4.450000100000000e+003	5.877464e-001
4.460000100000000e+003	5.868347e-001
4.470000100000000e+003	5.859259e-001
4.480000100000000e+003	5.850198e-001
4.490000100000000e+003	5.841165e-001
4.500000100000000e+003	5.832159e-001
4.510000100000000e+003	5.823182e-001
4.520000100000000e+003	5.814232e-001
4.530000100000000e+003	5.805309e-001
4.540000100000000e+003	5.796413e-001
4.550000100000000e+003	5.787546e-001
4.560000100000000e+003	5.778704e-001
4.570000100000000e+003	5.769890e-001
4.580000100000000e+003	5.761102e-001
4.590000100000000e+003	5.752342e-001
4.600000100000000e+003	5.743608e-001
4.610000100000000e+003	5.734901e-001
4.620000100000000e+003	5.726219e-001
4.630000100000000e+003	5.717563e-001
4.640000100000000e+003	5.708934e-001
4.650000100000000e+003	5.700331e-001
4.660000100000000e+003	5.691754e-001
4.670000100000000e+003	5.683202e-001
4.680000100000000e+003	5.674676e-001
4.690000100000000e+003	5.666175e-001
4.700000100000000e+003	5.657700e-001
4.710000100000000e+003	5.649250e-001
4.720000100000000e+003	5.640826e-001
4.730000100000000e+003	5.632426e-001
4.740000100000000e+003	5.624051e-001
4.750000100000000e+003	5.615700e-001
4.760000100000000e+003	5.607375e-001
4.770000100000000e+003	5.599074e-001
4.780000100000000e+003	5.590799e-001
4.790000100000000e+003	5.582546e-001
4.800000100000000e+003	5.574318e-001
4.810000100000000e+003	5.566115e-001
4.820000100000000e+003	5.557936e-001
4.830000100000000e+003	5.549781e-001
4.840000100000000e+003	5.541649e-001
4.850000100000000e+003	5.533541e-001
4.860000100000000e+003	5.525457e-001
4.870000100000000e+003	5.517396e-001
4.880000100000000e+003	5.509359e-001
4.890000100000000e+003	5.501345e-001
4.900000100000000e+003	5.493354e-001
4.910000100000000e+003	5.485387e-001
4.920000100000000e+003	5.477442e-001
4.930000100000000e+003	5.469520e-001
4.940000100000000e+003	5.461622e-001
4.950000100000000e+003	5.453746e-001
4.960000100000000e+003	5.445892e-001
4.970000100000000e+003	5.438061e-001
4.980000100000000e+003	5.430252e-001
4.990000100000000e+003	5.422467e-001
5.000000100000000e+003	5.414703e-001
5.010000100000000e+003	5.406961e-001
5.020000100000000e+003	5.399241e-001
5.030000100000000e+003	5.391544e-001
5.040000100000000e+003	5.383868e-001
5.050000100000000e+003	5.376213e-001
5.060000100000000e+003	5.368581e-001
5.070000100000000e+003	5.360970e-001
5.080000100000000e+003	5.353380e-001
5.090000100000000e+003	5.345812e-001
5.100000100000000e+003	5.338266e-001
5.110000100000000e+003	5.330741e-001
5.120000100000000e+003	5.323237e-001
5.130000100000000e+003	5.315754e-001
5.140000100000000e+003	5.308292e-001
5.150000100000000e+003	5.300850e-001
5.160000100000000e+003	5.293430e-001
5.170000100000000e+003	5.286030e-001
5.180000100000000e+003	5.278651e-001
5.190000100000000e+003	5.271292e-001
5.200000100000000e+003	5.263953e-001
5.210000100000000e+003	5.256635e-001
5.220000100000000e+003	5.249338e-001
5.230000100000000e+003	5.242060e-001
5.240000100000000e+003	5.234803e-001
5.250000100000000e+003	5.227566e-001
5.260000100000000e+003	5.220348e-001
5.270000100000000e+003	5.213151e-001
5.280000100000000e+003	5.205973e-001
5.290000100000000e+003	5.198815e-001
5.300000100000000e+003	5.191676e-001
5.310000100000000e+003	5.184557e-001
5.320000100000000e+003	5.177457e-001
5.330000100000000e+003	5.170377e-001
5.340000100000000e+003	5.163316e-001
5.350000100000000e+003	5.156274e-001
5.360000100000000e+003	5.149252e-001
5.370000100000000e+003	5.142248e-001
5.380000100000000e+003	5.135265e-001
5.390000100000000e+003	5.128299e-001
5.400000100000000e+003	5.121351e-001
5.410000100000000e+003	5.114424e-001
5.420000100000000e+003	5.107515e-001
5.430000100000000e+003	5.100625e-001
5.440000100000000e+003	5.093752e-001
5.450000100000000e+003	5.086898e-001
5.460000100000000e+003	5.080063e-001
5.470000100000000e+003	5.073246e-001
5.480000100000000e+003	5.066447e-001
5.490000100000000e+003	5.059666e-001
5.500000100000000e+003	5.052904e-001
5.510000100000000e+003	5.046159e-001
5.520000100000000e+003	5.039433e-001
5.530000100000000e+003	5.032724e-001
5.540000100000000e+003	5.026032e-001
5.550000100000000e+003	5.019359e-001
5.560000100000000e+003	5.012704e-001
5.570000100000000e+003	5.006065e-001
5.580000100000000e+003	4.999445e-001
5.590000100000000e+003	4.992842e-001
5.600000100000000e+003	4.986256e-001
5.610000100000000e+003	4.979688e-001
5.620000100000000e+003	4.973136e-001
5.630000100000000e+003	4.966602e-001
5.640000100000000e+003	4.960085e-001
5.650000100000000e+003	4.953585e-001
5.660000100000000e+003	4.947102e-001
5.670000100000000e+003	4.940637e-001
5.680000100000000e+003	4.934187e-001
5.690000100000000e+003	4.927755e-001
5.700000100000000e+003	4.921339e-001
5.710000100000000e+003	4.914940e-001
5.720000100000000e+003	4.908558e-001
5.730000100000000e+003	4.902191e-001
5.740000100000000e+003	4.895842e-001
5.750000100000000e+003	4.889509e-001
5.760000100000000e+003	4.883192e-001
5.770000100000000e+003	4.876891e-001
5.780000100000000e+003	4.870607e-001
5.790000100000000e+003	4.864339e-001
5.800000100000000e+003	4.858087e-001
5.810000100000000e+003	4.851851e-001
5.820000100000000e+003	4.845630e-001
5.830000100000000e+003	4.839426e-001
5.840000100000000e+003	4.833238e-001
5.850000100000000e+003	4.827065e-001
5.860000100000000e+003	4.820908e-001
5.870000100000000e+003	4.814767e-001
5.880000100000000e+003	4.808641e-001
5.890000100000000e+003	4.802531e-001
5.900000100000000e+003	4.796436e-001
5.910000100000000e+003	4.790357e-001
5.920000100000000e+003	4.784293e-001
5.930000100000000e+003	4.778243e-001
5.940000100000000e+003	4.772210e-001
5.950000100000000e+003	4.766192e-001
5.960000100000000e+003	4.760188e-001
5.970000100000000e+003	4.754201e-001
5.980000100000000e+003	4.748228e-001
5.990000100000000e+003	4.742269e-001
6.000000100000000e+003	4.736327e-001
6.010000100000000e+003	4.730398e-001
6.020000100000000e+003	4.724483e-001
6.030000100000000e+003	4.718585e-001
6.040000100000000e+003	4.712701e-001
6.050000100000000e+003	4.706831e-001
6.060000100000000e+003	4.700977e-001
6.070000100000000e+003	4.695135e-001
6.080000100000000e+003	4.689309e-001
6.090000100000000e+003	4.683498e-001
6.100000100000000e+003	4.677701e-001
6.110000100000000e+003	4.671918e-001
6.120000100000000e+003	4.666149e-001
6.130000100000000e+003	4.660394e-001
6.140000100000000e+003	4.654654e-001
6.150000100000000e+003	4.648927e-001
6.160000100000000e+003	4.643782e-001
6.170000100000000e+003	4.637517e-001
6.180000100000000e+003	4.631832e-001
6.190000100000000e+003	4.626162e-001
6.200000100000000e+003	4.620505e-001
6.210000100000000e+003	4.614862e-001
6.220000100000000e+003	4.609233e-001
6.230000100000000e+003	4.603617e-001
6.240000100000000e+003	4.598015e-001
6.250000100000000e+003	4.592427e-001
6.260000100000000e+003	4.586852e-001
6.270000100000000e+003	4.581291e-001
6.280000100000000e+003	4.575742e-001
6.290000100000000e+003	4.570208e-001
6.300000100000000e+003	4.564686e-001
6.310000100000000e+003	4.559179e-001
6.320000100000000e+003	4.553685e-001
6.330000100000000e+003	4.548202e-001
6.340000100000000e+003	4.542735e-001
6.350000100000000e+003	4.537279e-001
6.360000100000000e+003	4.531837e-001
6.370000100000000e+003	4.526408e-001
6.380000100000000e+003	4.520992e-001
6.390000100000000e+003	4.515589e-001
6.400000100000000e+003	4.510198e-001
6.410000100000000e+003	4.504820e-001
6.420000100000000e+003	4.499455e-001
6.430000100000000e+003	4.494104e-001
6.440000100000000e+003	4.488764e-001
6.450000100000000e+003	4.483438e-001
6.460000100000000e+003	4.478123e-001
6.470000100000000e+003	4.472822e-001
6.480000100000000e+003	4.467533e-001
6.490000100000000e+003	4.462256e-001
6.500000100000000e+003	4.456991e-001
6.510000100000000e+003	4.451739e-001
6.520000100000000e+003	4.446500e-001
6.530000100000000e+003	4.441272e-001
6.540000100000000e+003	4.436058e-001
6.550000100000000e+003	4.430855e-001
6.560000100000000e+003	4.425664e-001
6.570000100000000e+003	4.420485e-001
6.580000100000000e+003	4.415319e-001
6.590000100000000e+003	4.410164e-001
6.600000100000000e+003	4.405022e-001
6.610000100000000e+003	4.399891e-001
6.620000100000000e+003	4.394773e-001
6.630000100000000e+003	4.389666e-001
6.640000100000000e+003	4.384571e-001
6.650000100000000e+003	4.379488e-001
6.660000100000000e+003	4.374416e-001
6.670000100000000e+003	4.369357e-001
6.680000100000000e+003	4.364309e-001
6.690000100000000e+003	4.359272e-001
6.700000100000000e+003	4.354247e-001
6.710000100000000e+003	4.349234e-001
6.720000100000000e+003	4.344232e-001
6.730000100000000e+003	4.339241e-001
6.740000100000000e+003	4.334263e-001
6.750000100000000e+003	4.329295e-001
6.760000100000000e+003	4.324339e-001
6.770000100000000e+003	4.319393e-001
6.780000100000000e+003	4.314460e-001
6.790000100000000e+003	4.309537e-001
6.800000100000000e+003	4.304626e-001
6.810000100000000e+003	4.299726e-001
6.820000100000000e+003	4.294837e-001
6.830000100000000e+003	4.289959e-001
6.840000100000000e+003	4.285092e-001
6.850000100000000e+003	4.280236e-001
6.860000100000000e+003	4.275391e-001
6.870000100000000e+003	4.270557e-001
6.880000100000000e+003	4.265734e-001
6.890000100000000e+003	4.260922e-001
6.900000100000000e+003	4.256120e-001
6.910000100000000e+003	4.251329e-001
6.920000100000000e+003	4.246550e-001
6.930000100000000e+003	4.241780e-001
6.940000100000000e+003	4.237022e-001
6.950000100000000e+003	4.232274e-001
6.960000100000000e+003	4.227536e-001
6.970000100000000e+003	4.222809e-001
6.980000100000000e+003	4.218093e-001
6.990000100000000e+003	4.213388e-001
7.000000100000000e+003	4.208692e-001
7.010000100000000e+003	4.204007e-001
7.020000100000000e+003	4.199333e-001
7.030000100000000e+003	4.194668e-001
7.040000100000000e+003	4.190015e-001
7.050000100000000e+003	4.185371e-001
7.060000100000000e+003	4.180738e-001
7.070000100000000e+003	4.176114e-001
7.080000100000000e+003	4.171502e-001
7.090000100000000e+003	4.166899e-001
7.100000100000000e+003	4.162306e-001
7.110000100000000e+003	4.157724e-001
7.120000100000000e+003	4.153151e-001
7.130000100000000e+003	4.148588e-001
7.140000100000000e+003	4.144036e-001
7.150000100000000e+003	4.139493e-001
7.160000100000000e+003	4.134961e-001
7.170000100000000e+003	4.130438e-001
7.180000100000000e+003	4.125925e-001
7.190000100000000e+003	4.121422e-001
7.200000100000000e+003	4.116929e-001
7.210000100000000e+003	4.112446e-001
7.220000100000000e+003	4.107971e-001
7.230000100000000e+003	4.103507e-001
7.240000100000000e+003	4.099053e-001
7.250000100000000e+003	4.094608e-001
7.260000100000000e+003	4.090173e-001
7.270000100000000e+003	4.085747e-001
7.280000100000000e+003	4.081331e-001
7.290000100000000e+003	4.076924e-001
7.300000100000000e+003	4.072527e-001
7.310000100000000e+003	4.068140e-001
