vi	V(vout)
4.319999999999951e+000	3.077962e+000
4.329999999999951e+000	3.087545e+000
4.339999999999951e+000	3.097128e+000
4.349999999999951e+000	3.106712e+000
4.359999999999951e+000	3.116296e+000
4.369999999999950e+000	3.125879e+000
4.379999999999950e+000	3.135463e+000
4.389999999999950e+000	3.145047e+000
4.399999999999950e+000	3.154631e+000
4.409999999999950e+000	3.164215e+000
4.419999999999949e+000	3.173800e+000
4.429999999999949e+000	3.183384e+000
4.439999999999949e+000	3.192969e+000
4.449999999999949e+000	3.202554e+000
4.459999999999949e+000	3.212138e+000
4.469999999999948e+000	3.221723e+000
4.479999999999948e+000	3.231308e+000
4.489999999999948e+000	3.240894e+000
4.499999999999948e+000	3.250479e+000
4.509999999999947e+000	3.260065e+000
4.519999999999947e+000	3.269650e+000
4.529999999999947e+000	3.279236e+000
4.539999999999947e+000	3.288821e+000
4.549999999999947e+000	3.298408e+000
4.559999999999946e+000	3.307994e+000
4.569999999999946e+000	3.317580e+000
4.579999999999946e+000	3.327166e+000
4.589999999999946e+000	3.336752e+000
4.599999999999946e+000	3.346339e+000
4.609999999999945e+000	3.355926e+000
4.619999999999945e+000	3.365512e+000
4.629999999999945e+000	3.375099e+000
4.639999999999945e+000	3.384686e+000
4.649999999999944e+000	3.394273e+000
4.659999999999944e+000	3.403860e+000
4.669999999999944e+000	3.413448e+000
4.679999999999944e+000	3.423035e+000
4.689999999999944e+000	3.432622e+000
4.699999999999943e+000	3.442210e+000
4.709999999999943e+000	3.451798e+000
4.719999999999943e+000	3.461386e+000
4.729999999999943e+000	3.470974e+000
4.739999999999943e+000	3.480562e+000
4.749999999999942e+000	3.490150e+000
4.759999999999942e+000	3.499738e+000
4.769999999999942e+000	3.509327e+000
4.779999999999942e+000	3.518915e+000
4.789999999999941e+000	3.528504e+000
4.799999999999941e+000	3.538092e+000
4.809999999999941e+000	3.547681e+000
4.819999999999941e+000	3.557270e+000
4.829999999999941e+000	3.566859e+000
4.839999999999940e+000	3.576448e+000
4.849999999999940e+000	3.586038e+000
4.859999999999940e+000	3.595627e+000
4.869999999999940e+000	3.605216e+000
4.879999999999940e+000	3.614806e+000
4.889999999999939e+000	3.624396e+000
4.899999999999939e+000	3.633985e+000
4.909999999999939e+000	3.643575e+000
4.919999999999939e+000	3.653165e+000
4.929999999999938e+000	3.662755e+000
4.939999999999938e+000	3.672345e+000
4.949999999999938e+000	3.681936e+000
4.959999999999938e+000	3.691526e+000
4.969999999999938e+000	3.701117e+000
4.979999999999937e+000	3.710707e+000
4.989999999999937e+000	3.720298e+000
4.999999999999937e+000	3.729888e+000
5.009999999999937e+000	3.739479e+000
5.019999999999937e+000	3.749070e+000
5.029999999999936e+000	3.758661e+000
5.039999999999936e+000	3.768253e+000
5.049999999999936e+000	3.777844e+000
5.059999999999936e+000	3.787435e+000
5.069999999999935e+000	3.797027e+000
5.079999999999935e+000	3.806618e+000
5.089999999999935e+000	3.816210e+000
5.099999999999935e+000	3.825802e+000
5.109999999999935e+000	3.835393e+000
5.119999999999934e+000	3.844985e+000
5.129999999999934e+000	3.854577e+000
5.139999999999934e+000	3.864169e+000
5.149999999999934e+000	3.873762e+000
5.159999999999934e+000	3.883354e+000
5.169999999999933e+000	3.892946e+000
5.179999999999933e+000	3.902539e+000
5.189999999999933e+000	3.912132e+000
5.199999999999933e+000	3.921724e+000
5.209999999999933e+000	3.931317e+000
5.219999999999932e+000	3.940910e+000
5.229999999999932e+000	3.950503e+000
5.239999999999932e+000	3.960096e+000
5.249999999999932e+000	3.969689e+000
5.259999999999931e+000	3.979282e+000
5.269999999999931e+000	3.988876e+000
5.279999999999931e+000	3.998469e+000
5.289999999999931e+000	4.008062e+000
5.299999999999931e+000	4.017656e+000
5.309999999999930e+000	4.027250e+000
5.319999999999930e+000	4.036844e+000
5.329999999999930e+000	4.046437e+000
5.339999999999930e+000	4.056031e+000
5.349999999999930e+000	4.065626e+000
5.359999999999929e+000	4.075220e+000
5.369999999999929e+000	4.084814e+000
5.379999999999929e+000	4.094408e+000
5.389999999999929e+000	4.104002e+000
5.399999999999928e+000	4.113597e+000
5.409999999999928e+000	4.123191e+000
5.419999999999928e+000	4.132786e+000
5.429999999999928e+000	4.142381e+000
5.439999999999928e+000	4.151976e+000
5.449999999999927e+000	4.161571e+000
5.459999999999927e+000	4.171166e+000
5.469999999999927e+000	4.180761e+000
5.479999999999927e+000	4.190356e+000
5.489999999999927e+000	4.199951e+000
5.499999999999926e+000	4.209547e+000
5.509999999999926e+000	4.219142e+000
5.519999999999926e+000	4.228738e+000
5.529999999999926e+000	4.238333e+000
5.539999999999925e+000	4.247929e+000
5.549999999999925e+000	4.257524e+000
5.559999999999925e+000	4.267120e+000
5.569999999999925e+000	4.276717e+000
5.579999999999925e+000	4.286313e+000
5.589999999999924e+000	4.295908e+000
5.599999999999924e+000	4.305505e+000
5.609999999999924e+000	4.315101e+000
5.619999999999924e+000	4.324697e+000
5.629999999999924e+000	4.334294e+000
5.639999999999923e+000	4.343890e+000
5.649999999999923e+000	4.353487e+000
5.659999999999923e+000	4.363084e+000
5.669999999999923e+000	4.372680e+000
5.679999999999922e+000	4.382277e+000
5.689999999999922e+000	4.391874e+000
5.699999999999922e+000	4.401471e+000
5.709999999999922e+000	4.411068e+000
5.719999999999922e+000	4.420665e+000
5.729999999999921e+000	4.430263e+000
5.739999999999921e+000	4.439860e+000
5.749999999999921e+000	4.449457e+000
5.759999999999921e+000	4.459055e+000
5.769999999999921e+000	4.468652e+000
5.779999999999920e+000	4.478250e+000
5.789999999999920e+000	4.487848e+000
5.799999999999920e+000	4.497446e+000
5.809999999999920e+000	4.507043e+000
5.819999999999920e+000	4.516642e+000
5.829999999999919e+000	4.526239e+000
5.839999999999919e+000	4.535838e+000
5.849999999999919e+000	4.545436e+000
5.859999999999919e+000	4.555034e+000
5.869999999999918e+000	4.564632e+000
5.879999999999918e+000	4.574231e+000
5.889999999999918e+000	4.583829e+000
5.899999999999918e+000	4.593428e+000
5.909999999999918e+000	4.603026e+000
5.919999999999917e+000	4.612625e+000
5.929999999999917e+000	4.622224e+000
5.939999999999917e+000	4.631823e+000
5.949999999999917e+000	4.641422e+000
5.959999999999917e+000	4.651021e+000
5.969999999999916e+000	4.660620e+000
5.979999999999916e+000	4.670219e+000
5.989999999999916e+000	4.679818e+000
5.999999999999916e+000	4.689418e+000
6.009999999999915e+000	4.699017e+000
6.019999999999915e+000	4.708617e+000
6.029999999999915e+000	4.718216e+000
6.039999999999915e+000	4.727816e+000
6.049999999999915e+000	4.737415e+000
6.059999999999914e+000	4.747015e+000
6.069999999999914e+000	4.756615e+000
6.079999999999914e+000	4.766215e+000
6.089999999999914e+000	4.775815e+000
6.099999999999914e+000	4.785415e+000
6.109999999999913e+000	4.795015e+000
6.119999999999913e+000	4.804615e+000
6.129999999999913e+000	4.814216e+000
6.139999999999913e+000	4.823816e+000
6.149999999999912e+000	4.833416e+000
6.159999999999912e+000	4.843017e+000
6.169999999999912e+000	4.852617e+000
6.179999999999912e+000	4.862218e+000
6.189999999999912e+000	4.871819e+000
6.199999999999911e+000	4.881420e+000
6.209999999999911e+000	4.891020e+000
6.219999999999911e+000	4.900621e+000
6.229999999999911e+000	4.910222e+000
6.239999999999911e+000	4.919823e+000
6.249999999999910e+000	4.929424e+000
6.259999999999910e+000	4.939025e+000
6.269999999999910e+000	4.948627e+000
6.279999999999910e+000	4.958228e+000
6.289999999999909e+000	4.967830e+000
6.299999999999909e+000	4.977431e+000
6.309999999999909e+000	4.987032e+000
6.319999999999909e+000	4.996634e+000
6.329999999999909e+000	5.006236e+000
6.339999999999908e+000	5.015838e+000
6.349999999999908e+000	5.025440e+000
6.359999999999908e+000	5.035041e+000
6.369999999999908e+000	5.044643e+000
6.379999999999908e+000	5.054245e+000
6.389999999999907e+000	5.063848e+000
6.399999999999907e+000	5.073450e+000
6.409999999999907e+000	5.083052e+000
6.419999999999907e+000	5.092654e+000
6.429999999999907e+000	5.102257e+000
6.439999999999906e+000	5.111859e+000
6.449999999999906e+000	5.121461e+000
6.459999999999906e+000	5.131064e+000
6.469999999999906e+000	5.140666e+000
6.479999999999905e+000	5.150270e+000
6.489999999999905e+000	5.159872e+000
6.499999999999905e+000	5.169475e+000
6.509999999999905e+000	5.179078e+000
6.519999999999905e+000	5.188681e+000
6.529999999999904e+000	5.198284e+000
6.539999999999904e+000	5.207887e+000
6.549999999999904e+000	5.217490e+000
6.559999999999904e+000	5.227093e+000
6.569999999999904e+000	5.236697e+000
6.579999999999903e+000	5.246300e+000
6.589999999999903e+000	5.255903e+000
6.599999999999903e+000	5.265507e+000
6.609999999999903e+000	5.275110e+000
6.619999999999902e+000	5.284714e+000
6.629999999999902e+000	5.294318e+000
6.639999999999902e+000	5.303922e+000
6.649999999999902e+000	5.313525e+000
6.659999999999902e+000	5.323129e+000
6.669999999999901e+000	5.332733e+000
6.679999999999901e+000	5.342337e+000
6.689999999999901e+000	5.351941e+000
6.699999999999901e+000	5.361546e+000
6.709999999999901e+000	5.371150e+000
6.719999999999900e+000	5.380754e+000
6.729999999999900e+000	5.390358e+000
6.739999999999900e+000	5.399962e+000
6.749999999999900e+000	5.409567e+000
6.759999999999899e+000	5.419171e+000
6.769999999999899e+000	5.428776e+000
6.779999999999899e+000	5.438381e+000
6.789999999999899e+000	5.447985e+000
6.799999999999899e+000	5.457590e+000
6.809999999999898e+000	5.467195e+000
6.819999999999898e+000	5.476800e+000
6.829999999999898e+000	5.486405e+000
6.839999999999898e+000	5.496010e+000
6.849999999999898e+000	5.505615e+000
6.859999999999897e+000	5.515220e+000
6.869999999999897e+000	5.524825e+000
6.879999999999897e+000	5.534431e+000
6.889999999999897e+000	5.544036e+000
6.899999999999896e+000	5.553641e+000
6.909999999999896e+000	5.563247e+000
6.919999999999896e+000	5.572852e+000
6.929999999999896e+000	5.582458e+000
6.939999999999896e+000	5.592063e+000
6.949999999999895e+000	5.601669e+000
6.959999999999895e+000	5.611275e+000
6.969999999999895e+000	5.620881e+000
6.979999999999895e+000	5.630486e+000
6.989999999999895e+000	5.640092e+000
6.999999999999894e+000	5.649698e+000
7.009999999999894e+000	5.659304e+000
7.019999999999894e+000	5.668911e+000
7.029999999999894e+000	5.678516e+000
7.039999999999894e+000	5.688123e+000
7.049999999999893e+000	5.697729e+000
7.059999999999893e+000	5.707335e+000
7.069999999999893e+000	5.716942e+000
7.079999999999893e+000	5.726548e+000
7.089999999999892e+000	5.736155e+000
7.099999999999892e+000	5.745761e+000
7.109999999999892e+000	5.755368e+000
7.119999999999892e+000	5.764975e+000
7.129999999999892e+000	5.774581e+000
7.139999999999891e+000	5.784188e+000
7.149999999999891e+000	5.793795e+000
7.159999999999891e+000	5.803402e+000
7.169999999999891e+000	5.813009e+000
7.179999999999891e+000	5.822616e+000
7.189999999999890e+000	5.832223e+000
7.199999999999890e+000	5.841830e+000
7.209999999999890e+000	5.851438e+000
7.219999999999890e+000	5.861045e+000
7.229999999999889e+000	5.870652e+000
7.239999999999889e+000	5.880260e+000
7.249999999999889e+000	5.889867e+000
7.259999999999889e+000	5.899474e+000
7.269999999999889e+000	5.909082e+000
7.279999999999888e+000	5.918690e+000
7.289999999999888e+000	5.928297e+000
7.299999999999888e+000	5.937905e+000
7.309999999999888e+000	5.947513e+000
7.319999999999888e+000	5.957120e+000
7.329999999999887e+000	5.966728e+000
7.339999999999887e+000	5.976336e+000
7.349999999999887e+000	5.985944e+000
7.359999999999887e+000	5.995553e+000
7.369999999999886e+000	6.005160e+000
7.379999999999886e+000	6.014769e+000
7.389999999999886e+000	6.024377e+000
7.399999999999886e+000	6.033985e+000
7.409999999999886e+000	6.043593e+000
7.419999999999885e+000	6.053202e+000
7.429999999999885e+000	6.062810e+000
7.439999999999885e+000	6.072419e+000
7.449999999999885e+000	6.082027e+000
7.459999999999885e+000	6.091636e+000
7.469999999999884e+000	6.101245e+000
7.479999999999884e+000	6.110854e+000
7.489999999999884e+000	6.120462e+000
7.499999999999884e+000	6.130071e+000
7.509999999999883e+000	6.139680e+000
7.519999999999883e+000	6.149289e+000
7.529999999999883e+000	6.158898e+000
7.539999999999883e+000	6.168507e+000
7.549999999999883e+000	6.178116e+000
7.559999999999882e+000	6.187725e+000
7.569999999999882e+000	6.197334e+000
7.579999999999882e+000	6.206944e+000
7.589999999999882e+000	6.216553e+000
7.599999999999882e+000	6.226162e+000
7.609999999999881e+000	6.235772e+000
7.619999999999881e+000	6.245381e+000
7.629999999999881e+000	6.254991e+000
7.639999999999881e+000	6.264601e+000
7.649999999999881e+000	6.274210e+000
7.659999999999880e+000	6.283820e+000
7.669999999999880e+000	6.293429e+000
7.679999999999880e+000	6.303040e+000
7.689999999999880e+000	6.312649e+000
7.699999999999879e+000	6.322259e+000
7.709999999999879e+000	6.331869e+000
7.719999999999879e+000	6.341479e+000
7.729999999999879e+000	6.351089e+000
7.739999999999879e+000	6.360699e+000
7.749999999999878e+000	6.370309e+000
7.759999999999878e+000	6.379920e+000
7.769999999999878e+000	6.389530e+000
7.779999999999878e+000	6.399140e+000
7.789999999999878e+000	6.408751e+000
7.799999999999877e+000	6.418361e+000
7.809999999999877e+000	6.427971e+000
7.819999999999877e+000	6.437582e+000
7.829999999999877e+000	6.447193e+000
7.839999999999876e+000	6.456803e+000
7.849999999999876e+000	6.466414e+000
7.859999999999876e+000	6.476025e+000
7.869999999999876e+000	6.485636e+000
7.879999999999876e+000	6.495246e+000
7.889999999999875e+000	6.504857e+000
7.899999999999875e+000	6.514468e+000
7.909999999999875e+000	6.524079e+000
7.919999999999875e+000	6.533690e+000
7.929999999999875e+000	6.543302e+000
7.939999999999874e+000	6.552913e+000
7.949999999999874e+000	6.562524e+000
7.959999999999874e+000	6.572135e+000
7.969999999999874e+000	6.581746e+000
7.979999999999873e+000	6.591358e+000
7.989999999999873e+000	6.600969e+000
7.999999999999873e+000	6.610580e+000
8.009999999999874e+000	6.620192e+000
8.019999999999874e+000	6.629804e+000
8.029999999999873e+000	6.639415e+000
8.039999999999873e+000	6.649027e+000
8.049999999999873e+000	6.658638e+000
8.059999999999873e+000	6.668250e+000
8.069999999999872e+000	6.677862e+000
8.079999999999872e+000	6.687474e+000
8.089999999999872e+000	6.697086e+000
8.099999999999872e+000	6.706697e+000
8.109999999999872e+000	6.716310e+000
8.119999999999871e+000	6.725922e+000
8.129999999999871e+000	6.735534e+000
8.139999999999871e+000	6.745146e+000
8.149999999999871e+000	6.754758e+000
8.159999999999871e+000	6.764370e+000
8.169999999999870e+000	6.773983e+000
8.179999999999870e+000	6.783595e+000
8.189999999999870e+000	6.793207e+000
8.199999999999870e+000	6.802820e+000
8.209999999999869e+000	6.812432e+000
8.219999999999869e+000	6.822045e+000
8.229999999999869e+000	6.831657e+000
8.239999999999869e+000	6.841270e+000
8.249999999999869e+000	6.850883e+000
8.259999999999868e+000	6.860495e+000
8.269999999999868e+000	6.870108e+000
8.279999999999868e+000	6.879721e+000
8.289999999999868e+000	6.889334e+000
8.299999999999868e+000	6.898947e+000
8.309999999999867e+000	6.908560e+000
8.319999999999867e+000	6.918173e+000
8.329999999999867e+000	6.927786e+000
8.339999999999867e+000	6.937399e+000
